Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
Ralph Vincent J Regalado,Ralph Vincent J Regalado,,9,author1,9,9,15,0.131397,0.152149,16863,0.000381,0,10,0.444444,16,0.003351
Mikaela Nazarene Ochoa,Mikaela Nazarene Ochoa,,4,author1; author2,4,4,1,1,1,0,0.000243,54,169,1,6,0.00108
Ferdinand G. Manegdeg,Ferdinand G. Manegdeg,,2,; author2,2,2,1,1,1,0,0.000243,142,251,1,1,0.000454
Jod B. Villamarin,Jod B. Villamarin,,3,author1; author2,3,3,14,0.131555,0.143692,0,0.000144,0,13,1,3,0.001249
Eduardo V. Manalili,Eduardo V. Manalili,,13,author1; author2,13,13,14,0.173091,0.229118,0,0.000193,0,0,1,78,0.035706
Patrick C. Gan,Patrick C. Gan,,2,author1; author2,2,2,2,0.6,0.666667,0,0.000234,97,112,1,1,0.000527
Alexander De Los Reyes,Alexander De Los Reyes,,29,author1; author2,25,29,19,0.092164,0.10876,18.057143,0.000373,0,14,0.666667,200,0.0228
Jennifer C. Ureta,Jennifer C. Ureta,,5,author1; author2,5,5,15,0.13159,0.152479,9648,0.00024,0,22,0.6,6,0.002303
Jay Ar P. Lalata,Jay Ar P. Lalata,,4,author1,2,4,14,0.132087,0.153727,0,0.000155,0,5,1,1,0.002775
John Lawrence PeÃ±afiel,John Lawrence PeÃ±afiel,,5,author1; author2,5,5,15,0.118612,0.128795,0,0.00023,0,36,1,10,0.001812
Johannah Alain D. Soriano,Johannah Alain D. Soriano,,4,; author2,4,4,15,0.145463,0.173541,0,0.000184,0,176,1,6,0.001387
Matthew Z. Marasigan,Matthew Z. Marasigan,,3,author1; author2,3,3,15,0.145779,0.175783,0,0.000153,0,17,1,3,0.001791
Wilbert Rey D Tarnate,Wilbert Rey D Tarnate,,1,author1,1,1,3,0.37931,0.424242,0,0.000098,111,71,0,0,0.000251
Francisco Emmanuel T.Munsayac Rebecca P. Arenos,Francisco Emmanuel T.Munsayac Rebecca P. Arenos,,6,author1; author2,6,6,13,0.164667,0.202551,0,0.000153,0,0,1,15,0.008213
Roselyn Patricia M. Quesea,Roselyn Patricia M. Quesea,,4,author1; author2,4,4,14,0.167545,0.2057,0,0.000137,0,233,1,6,0.004697
Ma Madecheen S. Pangaliman,Ma Madecheen S. Pangaliman,,5,author1; author2,3,5,13,0.151227,0.184588,0,0.000155,0,1,1,3,0.003232
Socorro E. Aguja,Socorro E. Aguja,,13,author1; author2,4,13,16,0.12522,0.142244,2407.5,0.000534,0,44,0.5,3,0.001204
Raymund Paolo B Abad,Raymund Paolo B Abad,,11,author1; author2,6,11,14,0.169854,0.217675,340.270061,0.000178,0,0,0.6,9,0.011813
Andres Philip Mayol Mechanical,Andres Philip Mayol Mechanical,,6,author1,6,6,14,0.161659,0.199616,0,0.000113,0,0,1,15,0.011229
Jill Z. Manapat,Jill Z. Manapat,,2,author1; author2,1,2,1,1,1,0,0.000243,270,345,0,0,0.000208
Antonio Rafael Mina,Antonio Rafael Mina,,7,author1,7,7,14,0.162924,0.206583,0,0.00013,0,0,1,21,0.017048
Gregory Cu,Gregory Cu,,11,author1; author2,11,11,14,0.134476,0.149661,36074.63812,0.000494,0,36,0.254545,14,0.003572
Aakov Dy,Aakov Dy,,4,author1; author2,4,4,4,0.366071,0.426829,0,0.000215,133,29,1,6,0.001338
M. N. Malik,M. N. Malik,,12,author1; author2,12,12,16,0.114135,0.127309,0,0.000269,0,32,1,66,0.00693
David Nigel Fernando,David Nigel Fernando,,2,author1,2,2,13,0.154693,0.173009,0,0.000122,0,9,1,1,0.000711
Patrizia Gayle P. Godinez,Patrizia Gayle P. Godinez,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Ronald C. Macatangay,Ronald C. Macatangay,,14,author1; author2,7,14,15,0.141518,0.163853,0,0.000247,0,23,1,21,0.003023
Orlando Vertudez Surbano,Orlando Vertudez Surbano,,1,; author2,1,1,1,1,1,0,0.000243,286,400,0,0,0.000208
Baldip Bhuller,Baldip Bhuller,,4,author1,4,4,14,0.125032,0.13575,0,0.000213,0,36,1,6,0.001161
R. J. Macasaet,R. J. Macasaet,,5,author1,5,5,1,1,1,0,0.000243,72,132,1,10,0.001472
Weiyan Hou,Weiyan Hou,,1,; author2,1,1,1,1,1,0,0.000243,257,354,0,0,0.000208
Allan C. Taracatac,Allan C. Taracatac,,10,author1; author2,4,10,15,0.119462,0.134998,0,0.000251,0,116,1,6,0.001225
Kenneth Robert O. Chan Shio,Kenneth Robert O. Chan Shio,,4,author1; author2,4,4,15,0.145341,0.173272,0,0.000173,0,81,1,6,0.001521
Raphael Magno,Raphael Magno,,3,author1; author2,3,3,15,0.142731,0.164565,0,0.000163,0,8,1,3,0.001352
Darwin Magat,Darwin Magat,,4,author1; author2,4,4,14,0.145718,0.167829,0,0.000163,0,10,1,6,0.001911
Heinrich Von P. Woogue,Heinrich Von P. Woogue,,2,author1,2,2,1,1,1,0,0.000243,246,266,1,1,0.000454
G. L. Crisostomo,G. L. Crisostomo,,8,author1,8,8,1,1,1,0,0.000243,240,88,1,28,0.003047
Javier Teodoro Flavier,Javier Teodoro Flavier,,1,author1,1,1,15,0.126837,0.1387,0,0.000081,0,26,0,0,0.000412
J. A. Dela Cruz,J. A. Dela Cruz,,6,author1; author2,6,6,19,0.094523,0.104371,0,0.000238,0,23,1,15,0.002078
Michael Sy,Michael Sy,,4,author1; author2,4,4,14,0.169818,0.217468,0,0.000112,0,0,1,6,0.010365
Neila Paglinawan,Neila Paglinawan,,2,author1; author2,2,2,14,0.130243,0.144956,0,0.000092,0,19,1,1,0.001192
Enrico P. Chavez,Enrico P. Chavez,,1,; author2,1,1,18,0.08685,0.092717,0,0.000101,0,46,0,0,0.00027
Rod A. Wing,Rod A. Wing,,9,author1; author2,9,9,16,0.107708,0.127417,0,0.000135,0,7,1,36,0.028203
Arnhim Charlet A. Manuel,Arnhim Charlet A. Manuel,,4,author1; author2,4,4,14,0.139605,0.164104,0,0.000161,0,2,1,6,0.002595
Jasper Alvin D. Gan,Jasper Alvin D. Gan,,4,author1; author2,4,4,15,0.145184,0.170269,0,0.000168,0,15,1,6,0.001821
Katrina B. Gapuz,Katrina B. Gapuz,,9,author1,5,9,14,0.130172,0.145335,0,0.000185,0,19,1,10,0.003028
Justin Daniel C Co,Justin Daniel C Co,,4,author1; author2,4,4,15,0.152141,0.185681,0,0.000142,0,215,1,6,0.002956
Chad Errol R Booc,Chad Errol R Booc,,2,author1,2,2,15,0.12377,0.135829,0,0.000132,0,18,1,1,0.001075
Benette P. Custodio,Benette P. Custodio,,48,author1; author2,48,48,3,0.545946,0.686469,4076,0.002586,40,16,0.044326,50,0.014294
John Mark A. Cayabyab,John Mark A. Cayabyab,,6,author1; author2,6,6,2,0.59375,0.657895,0,0.000236,107,41,1,15,0.002265
Qi Sun,Qi Sun,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Bryan F. Juanico,Bryan F. Juanico,,4,author1; author2,4,4,2,0.611111,0.681818,0,0.000223,131,72,1,6,0.001236
J. K.S. Villanueva,J. K.S. Villanueva,,1,author1,1,1,18,0.105567,0.122877,0,0.000049,0,4,0,0,0.001575
Dyan Quel R. Elizalde,Dyan Quel R. Elizalde,,3,author1,3,3,16,0.112148,0.123747,0,0.000179,0,2,1,3,0.000849
Favis Joseph C. Balinado,Favis Joseph C. Balinado,,4,author1; author2,4,4,17,0.097929,0.104952,0,0.000222,0,68,1,6,0.001237
Kevin Pagtakhan,Kevin Pagtakhan,,5,author1; author2,5,5,14,0.144645,0.16473,0,0.000209,0,22,1,10,0.001935
Ronalyn Grace Francisco,Ronalyn Grace Francisco,,3,; author2,3,3,14,0.138445,0.151551,0,0.000166,0,13,1,3,0.001048
Joe Mhar J. Plaza,Joe Mhar J. Plaza,,3,author1; author2,3,3,15,0.130102,0.147935,0,0.000183,0,30,1,3,0.001145
Jerick L. Olisea,Jerick L. Olisea,,5,author1; author2,5,5,15,0.14775,0.178647,0,0.000175,0,158,1,10,0.002399
Alfonso B. Labao,Alfonso B. Labao,,10,author1; author2,6,10,15,0.124076,0.13883,14683.800956,0.000515,0,39,0.333333,5,0.002446
Carmi Carandang,Carmi Carandang,,5,author1; author2,5,5,2,0.6,0.666667,0,0.000262,160,58,1,10,0.001697
Nomar B. Maestro,Nomar B. Maestro,,1,author1,1,1,1,1,1,0,0.000243,123,355,0,0,0.000208
Lijun Meng,Lijun Meng,,5,author1; author2,5,5,1,1,1,0,0.000243,256,141,1,10,0.001472
L. Kumar,L. Kumar,,1,; author2,1,1,1,1,1,0,0.000243,287,356,0,0,0.000208
Francis Pol Lim,Francis Pol Lim,,1,; author2,1,1,1,1,1,0,0.000243,166,357,0,0,0.000208
Al Jayson G. Songcuan,Al Jayson G. Songcuan,,11,author1; author2,11,11,18,0.105576,0.124395,0,0.000178,0,4,1,55,0.007593
Bernard Andrei L Pollo,Bernard Andrei L Pollo,,4,author1; author2,4,4,15,0.131562,0.152065,0,0.000175,0,22,1,6,0.002056
Lorenzo Campos Bautista,Lorenzo Campos Bautista,,3,author1; author2,3,3,14,0.153592,0.175967,0,0.000153,0,34,1,3,0.001407
Victoriano Realino,Victoriano Realino,,5,author1; author2,5,5,2,0.777778,0.857143,0,0.000271,214,101,1,10,0.001514
Marene Joecel B. Sembrano,Marene Joecel B. Sembrano,,4,author1; author2,4,4,15,0.139685,0.161269,0,0.00017,0,2,1,6,0.002486
M. Scaffardi,M. Scaffardi,,12,; author2,12,12,16,0.114135,0.127309,0,0.000269,0,32,1,66,0.00693
Sandra Camille Perez Ballon,Sandra Camille Perez Ballon,,3,author1,3,3,19,0.091053,0.105383,0,0.000138,0,12,1,3,0.001205
Stephen S. Doliente,Stephen S. Doliente,,1,author1,1,1,1,1,1,0,0.000243,112,312,0,0,0.000208
Angelo Bruce L Magpantay,Angelo Bruce L Magpantay,,5,author1; author2,5,5,16,0.116176,0.12983,0,0.000234,0,10,1,10,0.001639
Dean Carlo Inocencio,Dean Carlo Inocencio,,5,author1; author2,5,5,19,0.082737,0.102748,0,0.000138,0,6,1,10,0.004577
Katrina Lim,Katrina Lim,,5,author1; author2,5,5,2,0.6,0.666667,0,0.000262,160,58,1,10,0.001697
Hasmin T. Ignacio,Hasmin T. Ignacio,,5,author1; author2,5,5,15,0.15511,0.191939,0,0.000163,0,175,1,10,0.003859
Sun Arthur Ojeda,Sun Arthur Ojeda,,3,author1; author2,3,3,14,0.139162,0.154682,0,0.000151,0,13,1,3,0.001636
J. Cualquiera,J. Cualquiera,,5,author1; author2,5,5,15,0.14535,0.173479,0,0.000196,0,81,1,10,0.001898
Ronaldo B. Saludes,Ronaldo B. Saludes,,3,author1; author2,3,3,19,0.095759,0.109081,0,0.000125,0,4,1,3,0.001152
Salman Khalid,Salman Khalid,,3,; author2,3,3,17,0.09806,0.121178,0,0.000119,0,11,1,3,0.002016
Teodoro F. Revano,Teodoro F. Revano,,8,author1; author2,4,8,2,0.75,0.833333,0,0.000274,82,109,1,6,0.001122
Justine Roy A. Punzalan,Justine Roy A. Punzalan,,6,author1; author2,6,6,2,0.59375,0.657895,0,0.000145,7,42,1,15,0.0034
Kristine Faith Javier Roque,Kristine Faith Javier Roque,,1,author1,1,1,18,0.094202,0.110943,0,0.000083,0,35,0,0,0.000677
Jaclyn Ocumpaugh,Jaclyn Ocumpaugh,,6,author1; author2,5,6,16,0.125997,0.145093,9,0.000218,0,21,0.7,7,0.002837
Sharmaine Justyne R. Manglapuz,Sharmaine Justyne R. Manglapuz,,1,author1,1,1,1,1,1,0,0.000243,288,403,0,0,0.000208
Arrenzo Paul Perea,Arrenzo Paul Perea,,3,author1; author2,3,3,5,0.29023,0.335314,0,0.000194,40,40,1,3,0.001142
Samuel Joshua D Baroja,Samuel Joshua D Baroja,,7,author1,7,7,1,1,1,0,0.000243,169,95,1,21,0.002447
A. M. Lantong,A. M. Lantong,,2,author1,2,2,1,1,1,0,0.000243,19,241,1,1,0.000454
Roselle Wednesday Gardon,Roselle Wednesday Gardon,,3,; author2,3,3,2,0.615385,0.6875,0,0.000276,45,91,1,3,0.000838
Cecil Jose A. Delfinado,Cecil Jose A. Delfinado,,9,author1; author2,9,9,1,1,1,20,0.000414,282,83,0.444444,16,0.002588
Charisse Hong,Charisse Hong,,4,author1; author2,4,4,12,0.154397,0.170815,0,0.000181,0,9,1,6,0.001482
Mark Daniel G. De Luna,Mark Daniel G. De Luna,,2,author1; author2,2,2,1,1,1,0,0.000243,142,251,1,1,0.000454
Jerielle Trini S. Santiago,Jerielle Trini S. Santiago,,3,author1,3,3,5,0.233256,0.257096,0,0.000217,40,43,1,3,0.000786
Vanessa Carl S. Co,Vanessa Carl S. Co,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Gilfred Allen Madrigal,Gilfred Allen Madrigal,,18,author1; author2,17,18,16,0.12524,0.150085,14472.5,0.000542,0,3,0.330882,45,0.00656
Leandro David Cuayo,Leandro David Cuayo,,4,author1,4,4,3,0.5,0.633333,0,0.000274,162,78,1,6,0.001123
Dessa L. Piandong,Dessa L. Piandong,,5,author1; author2,5,5,3,0.509091,0.565476,0,0.000153,135,24,1,10,0.002268
R. R. Fabro,R. R. Fabro,,5,author1; author2,5,5,15,0.122689,0.139455,0,0.000199,0,47,1,10,0.001848
Maria Carla Manzano,Maria Carla Manzano,,9,author1; author2,9,9,14,0.163575,0.201833,0,0.000157,0,0,1,36,0.011285
Pierangela C. Gabriel,Pierangela C. Gabriel,,1,; author2,1,1,2,0.666667,0.75,0,0.000187,289,294,0,0,0.000226
Aira Veronica N. Dizon,Aira Veronica N. Dizon,,4,author1; author2,4,4,2,0.7,0.785714,0,0.000236,175,96,1,6,0.001145
Nadine Frisnedi,Nadine Frisnedi,,5,author1; author2,5,5,14,0.142495,0.171576,0,0.000186,0,1,1,10,0.002748
Rheo B. Lamorena-Lim,Rheo B. Lamorena-Lim,,14,author1; author2,7,14,15,0.141518,0.163853,0,0.000247,0,23,1,21,0.003023
Cinmayii Manliguez,Cinmayii Manliguez,,4,author1; author2,4,4,1,1,1,0,0.000243,187,163,1,6,0.00108
Carl Vincent S. Precilla,Carl Vincent S. Precilla,,6,author1; author2,6,6,2,0.59375,0.657895,0,0.000145,7,42,1,15,0.0034
Sam Jason Vasquez,Sam Jason Vasquez,,7,author1; author2,7,7,18,0.089975,0.114528,0,0.000137,0,6,1,21,0.008463
Dana Louise B. MaÃ±alac,Dana Louise B. MaÃ±alac,,3,; author2,3,3,16,0.108171,0.120773,0,0.000186,0,20,1,3,0.00092
David A. Lyon,David A. Lyon,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Francis Jon Olaso,Francis Jon Olaso,,5,author1; author2,5,5,2,0.692308,0.777778,0,0.000236,282,83,1,10,0.001566
Jeremiah T. Malicdem,Jeremiah T. Malicdem,,6,author1; author2,6,6,15,0.133925,0.154132,0,0.000184,0,8,1,15,0.003408
Neil Leander A. De Dios,Neil Leander A. De Dios,,5,author1; author2,5,5,14,0.135723,0.160622,0,0.000185,0,1,1,10,0.002885
Cherry R. Gumiran,Cherry R. Gumiran,,1,; author2,1,1,1,1,1,0,0.000243,290,358,0,0,0.000208
Charles Janoah G. Policarpio,Charles Janoah G. Policarpio,,4,author1; author2,4,4,14,0.141493,0.164168,0,0.000143,0,0,1,6,0.001618
Louisse Kayle G. Palomo,Louisse Kayle G. Palomo,,8,author1; author2,7,8,14,0.144084,0.169973,374.006889,0.00029,0,2,0.666667,14,0.004552
Fenny Crista A. Panjaitan,Fenny Crista A. Panjaitan,,4,author1; author2,4,4,2,0.833333,0.9,0,0.00019,93,135,1,6,0.001145
Krystel Arriane A. Cortez,Krystel Arriane A. Cortez,,1,author1,1,1,1,1,1,0,0.000243,218,330,0,0,0.000208
Joseph Philip Fernan S. Gaston,Joseph Philip Fernan S. Gaston,,4,author1; author2,4,4,2,0.666667,0.75,0,0.000222,180,86,1,6,0.001171
Reynaldo Gomez,Reynaldo Gomez,,2,; author2,2,2,15,0.138176,0.161717,0,0.000144,0,143,1,1,0.000617
Robert O. Dizon,Robert O. Dizon,,1,; author2,1,1,1,1,1,0,0.000243,259,359,0,0,0.000208
Alessandra Fajardo,Alessandra Fajardo,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Robertneil Leong,Robertneil Leong,,5,author1; author2,5,5,12,0.161368,0.180051,0,0.000194,0,13,1,10,0.002379
Marjorie Anne C. Carandang,Marjorie Anne C. Carandang,,6,author1; author2,6,6,2,0.59375,0.657895,0,0.000145,7,42,1,15,0.0034
E. M. TaÃ±ada,E. M. TaÃ±ada,,12,author1; author2,12,12,18,0.105617,0.125154,0,0.00019,0,4,1,66,0.010388
Aaron Spencer K. Ngo,Aaron Spencer K. Ngo,,6,author1,6,6,13,0.179521,0.214067,0,0.000183,0,9,1,15,0.005286
Lester Adrian MacAndog,Lester Adrian MacAndog,,5,author1; author2,5,5,14,0.162902,0.201614,0,0.000133,0,0,1,10,0.005508
Benjamin Ryan B. Mendoza,Benjamin Ryan B. Mendoza,,2,; author2,2,2,1,1,1,0,0.000243,150,260,1,1,0.000454
Arren Matthew C Antioquia,Arren Matthew C Antioquia,,5,author1; author2,4,5,12,0.164253,0.184956,1995.294777,0.000187,0,13,0.666667,4,0.002098
Jayson L. Arizapa,Jayson L. Arizapa,,7,author1; author2,7,7,20,0.086117,0.093619,0,0.000196,0,31,1,21,0.002772
Greco Gervin Cruz,Greco Gervin Cruz,,3,author1,3,3,18,0.097486,0.11123,0,0.000165,0,12,1,3,0.000934
Larry B. De Guzman,Larry B. De Guzman,,2,author1,2,2,14,0.132072,0.153589,0,0.000094,0,5,1,1,0.003188
Kevien C.Dela Cruz,Kevien C.Dela Cruz,,5,author1; author2,5,5,15,0.15511,0.191939,0,0.000163,0,175,1,10,0.003859
J. C. Pang,J. C. Pang,,1,author1,1,1,1,1,1,0,0.000243,58,309,0,0,0.000208
Ian Jerome B. Patrimonio,Ian Jerome B. Patrimonio,,1,; author2,1,1,1,1,1,0,0.000243,154,360,0,0,0.000208
Bien Justin L. Mandac,Bien Justin L. Mandac,,4,author1; author2,4,4,5,0.264516,0.341057,0,0.000218,133,29,1,6,0.001194
Patricia Marie L LapeÃ±a,Patricia Marie L LapeÃ±a,,5,author1,5,5,14,0.161985,0.205063,0,0.000152,0,165,1,10,0.007809
Romualdo A. Mabuan,Romualdo A. Mabuan,,2,author1; author2,2,2,1,1,1,1,0.000354,281,280,0,0,0.000418
Mark Anthony Ayllon,Mark Anthony Ayllon,,3,author1,3,3,1,1,1,0,0.000243,176,220,1,3,0.000743
John Richard Bunyi,John Richard Bunyi,,3,author1; author2,3,3,16,0.109694,0.118571,0,0.000213,0,26,1,3,0.000913
Nikko Marc M. Garcia,Nikko Marc M. Garcia,,3,author1; author2,3,3,1,1,1,0,0.000243,79,194,1,3,0.000743
Melanie Mamites Himang,Melanie Mamites Himang,,4,author1,4,4,2,0.571429,0.625,0,0.00022,18,52,1,6,0.00135
Christian Dione Bergantin,Christian Dione Bergantin,,3,author1,3,3,15,0.142731,0.164565,0,0.000163,0,8,1,3,0.001352
Jerome T. Marasigan,Jerome T. Marasigan,,4,author1,4,4,14,0.161974,0.204856,0,0.000135,0,235,1,6,0.007249
Luis G. Sison,Luis G. Sison,,3,; author2,3,3,1,1,1,0,0.000243,195,212,1,3,0.000743
Somtochukwu Godfrey Nnabuife,Somtochukwu Godfrey Nnabuife,,4,author1,4,4,1,1,1,0,0.000129,119,161,1,6,0.00108
Allan Adrian Gatchalian,Allan Adrian Gatchalian,,5,author1; author2,5,5,2,0.666667,0.75,0,0.000225,89,77,1,10,0.001595
Marc Derik Lopez,Marc Derik Lopez,,5,author1; author2,5,5,18,0.089971,0.114183,0,0.000121,0,6,1,10,0.006475
Jason M Dy Perez,Jason M Dy Perez,,4,author1,4,4,16,0.122242,0.136507,0,0.000179,0,25,1,6,0.001405
Gabriel Avelino R. Sampedro,Gabriel Avelino R. Sampedro,,8,author1; author2,5,8,14,0.165106,0.205595,0,0.00025,0,1,1,10,0.005403
Hilary Martinez,Hilary Martinez,,12,author1; author2,12,12,14,0.14474,0.166689,0,0.000258,0,10,1,66,0.00729
Brian Kieffer G. Mara,Brian Kieffer G. Mara,,8,author1,4,8,15,0.143255,0.168458,0,0.000173,0,0,1,6,0.001702
Edwin R. Abucay,Edwin R. Abucay,,20,author1; author2,13,20,19,0.094206,0.104359,11249,0.000531,0,31,0.423077,33,0.004404
Jaymer M. Jayoma,Jaymer M. Jayoma,,2,author1,2,2,14,0.132087,0.153727,0,0.000096,0,5,1,1,0.002775
Daniel Abraham Francia,Daniel Abraham Francia,,9,author1; author2,9,9,13,0.175161,0.222842,2013.52718,0.00022,0,0,0.5,18,0.013233
Armyn C. Sy,Armyn C. Sy,,5,author1,4,5,14,0.154219,0.182925,0,0.000152,0,0,1,6,0.002661
Neil Kenneth T. Mendoza,Neil Kenneth T. Mendoza,,5,author1; author2,5,5,2,0.692308,0.777778,0,0.000236,121,79,1,10,0.001566
Jake Jay Villanueva,Jake Jay Villanueva,,6,author1; author2,3,6,15,0.122646,0.138696,0,0.00021,0,47,1,3,0.00109
Maria Liezel Caroche,Maria Liezel Caroche,,8,author1; author2,8,8,1,1,1,15,0.000402,94,89,0.464286,13,0.002241
Arlene D. Castor,Arlene D. Castor,,6,author1; author2,6,6,1,1,1,0,0.000243,46,107,1,15,0.001925
T. Obukhov,T. Obukhov,,2,author1; author2,2,2,1,1,1,0,0.000243,291,281,1,1,0.000454
Emmanuel Asuncion Jr.,Emmanuel Asuncion Jr.,,4,author1; author2,4,4,14,0.13139,0.142657,0,0.000196,0,13,1,6,0.001288
Kirk Alvin S. Awat,Kirk Alvin S. Awat,,1,author1,1,1,18,0.086888,0.093007,0,0.000104,0,46,0,0,0.000269
Raymond Joseph Meimban,Raymond Joseph Meimban,,4,author1,4,4,2,0.576923,0.633333,0,0.00016,35,56,1,6,0.001549
Candy Lim Chiu,Candy Lim Chiu,,2,author1,2,2,1,1,1,0,0.000243,216,258,1,1,0.000454
Justin L. Co,Justin L. Co,,5,author1; author2,5,5,16,0.116176,0.12983,0,0.000234,0,10,1,10,0.001639
Antonio Karlos A. Uy,Antonio Karlos A. Uy,,6,author1; author2,6,6,18,0.089975,0.11439,0,0.000131,0,6,1,15,0.008807
Maria Kyla Lyn P. Cueto,Maria Kyla Lyn P. Cueto,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
John Paul O. Gonzalo,John Paul O. Gonzalo,,3,author1,3,3,2,0.636364,0.714286,0,0.000198,261,102,1,3,0.00083
Frances Casey D. Guce,Frances Casey D. Guce,,3,author1; author2,3,3,15,0.121194,0.139027,0,0.00017,0,20,1,3,0.001452
Jason Haga,Jason Haga,,20,author1; author2,20,20,15,0.120289,0.145459,0,0.000231,0,7,1,190,0.048355
John Cliford Rosales,John Cliford Rosales,,5,author1; author2,5,5,2,0.666667,0.75,0,0.000256,69,74,1,10,0.001584
Crizel Aile N. Hilario,Crizel Aile N. Hilario,,9,author1; author2,9,9,14,0.171105,0.221739,0,0.000183,0,0,1,36,0.017902
Cherry Lyn V. Chao,Cherry Lyn V. Chao,,3,author1,3,3,2,0.636364,0.714286,0,0.000172,197,97,1,3,0.000864
Anne Gerent Cacayuran,Anne Gerent Cacayuran,,6,author1; author2,6,6,13,0.164915,0.207537,0,0.000184,0,1,1,15,0.006237
Cecilia B. LeaÃ±o,Cecilia B. LeaÃ±o,,7,author1; author2,6,7,2,0.8,0.875,0.75,0.000281,292,90,0.866667,13,0.00189
Christian Paul Mirano,Christian Paul Mirano,,3,author1; author2,3,3,15,0.142731,0.164565,0,0.000163,0,8,1,3,0.001352
Manolito V. Octaviano,Manolito V. Octaviano,,21,author1; author2,15,21,14,0.152554,0.178828,21,0.0006,0,8,0.4,42,0.006487
Aldrin Rolf Ison,Aldrin Rolf Ison,,10,author1; author2,10,10,18,0.089988,0.115218,0,0.000191,0,6,1,45,0.011762
Rey Camillo Banawis,Rey Camillo Banawis,,4,author1,4,4,15,0.152863,0.184222,0,0.000146,0,231,1,6,0.002166
Ian Dexter M. SiÃ±el1,Ian Dexter M. SiÃ±el1,,1,author1,1,1,2,0.6,0.666667,0,0.000169,213,228,0,0,0.000243
Joni Rose R. Forteza,Joni Rose R. Forteza,,5,author1; author2,5,5,16,0.137296,0.166458,0,0.00016,0,3,1,10,0.003417
Ranns Meldrik A. Santos,Ranns Meldrik A. Santos,,1,author1,1,1,1,1,1,0,0.000243,293,361,0,0,0.000208
Gerino Palafox Mappatao,Gerino Palafox Mappatao,,2,; author2,2,2,1,1,1,0,0.000243,37,282,1,1,0.000454
Jian Michael Wu,Jian Michael Wu,,4,author1; author2,4,4,16,0.106091,0.113658,0,0.000205,0,36,1,6,0.001295
Paolo Tensuan,Paolo Tensuan,,2,author1; author2,1,2,13,0.142369,0.156142,0,0.000097,0,13,0,0,0.000469
Aristotle T. Ubando,Aristotle T. Ubando,,164,author1; author2,76,164,13,0.180514,0.251772,53714.8849,0.00226,0,0,0.135789,387,0.093926
Samuel S. Chua,Samuel S. Chua,,3,author1,3,3,1,1,1,0,0.000243,294,236,1,3,0.000743
Jedrick L. Chua,Jedrick L. Chua,,4,author1; author2,4,4,15,0.131297,0.150562,0,0.000183,0,10,1,6,0.001802
Craig Refugio,Craig Refugio,,11,author1; author2,11,11,1,1,1,10,0.000304,56,70,0.818182,45,0.004744
Efren Victor N. Tolentino,Efren Victor N. Tolentino,,8,author1; author2,8,8,1,1,1,0,0.000243,64,84,1,28,0.003047
Miguelluis Ting,Miguelluis Ting,,4,author1; author2,2,4,18,0.094206,0.11115,0,0.000224,0,35,1,1,0.000921
Hannah Mariz V Go,Hannah Mariz V Go,,2,author1,2,2,15,0.12377,0.135829,0,0.000132,0,18,1,1,0.001075
M. A.F. Teresa Borebor,M. A.F. Teresa Borebor,,2,author1; author2,2,2,2,0.75,0.833333,0,0.000201,47,187,1,1,0.000472
Celine Villafuerte,Celine Villafuerte,,4,author1; author2,4,4,1,1,1,0,0.000243,104,153,1,6,0.00108
N. Oliver,N. Oliver,,12,author1; author2,12,12,19,0.092119,0.106069,0,0.000179,0,14,1,66,0.01118
Wilfredo Y. Licuanan,Wilfredo Y. Licuanan,,6,; author2,6,6,1,1,1,0,0.000243,153,120,1,15,0.001925
Kazuyuki Fujita,Kazuyuki Fujita,,17,author1,17,17,1,1,1,0,0.000243,53,48,1,136,0.013867
Aivan Chua,Aivan Chua,,4,author1; author2,4,4,15,0.145788,0.17599,0,0.000183,0,17,1,6,0.002143
Aaron I. RamÃ­rez,Aaron I. RamÃ­rez,,5,author1; author2,5,5,14,0.161985,0.205063,0,0.000152,0,165,1,10,0.007809
Marvee Cheska B. Natividad,Marvee Cheska B. Natividad,,2,author1,2,2,14,0.132087,0.153727,0,0.000096,0,5,1,1,0.002775
Jon Peter Perdon,Jon Peter Perdon,,20,author1; author2,20,20,15,0.120289,0.145459,0,0.000231,0,7,1,190,0.048355
Wellington Villasin,Wellington Villasin,,4,author1; author2,4,4,15,0.146451,0.176667,0,0.00015,0,191,1,6,0.002075
Bianca Trish Adolfo,Bianca Trish Adolfo,,4,author1,4,4,3,0.398058,0.447154,0,0.000211,133,29,1,6,0.001364
Ryan Albert Antonio,Ryan Albert Antonio,,10,author1,10,10,18,0.089988,0.115218,0,0.000191,0,6,1,45,0.011762
